visit_id,beneficiary_id,cohort_id,visit_date,officer_name,visit_outcome,gps_latitude,gps_longitude,notes,follow_up_required
FV-000169,BEN-00108,COHORT-SC-001,2026-03-29,Felix Njoroge,Verified,-1.30671,36.75957,Repellat aperiam quod itaque eos aliquam.,False
FV-000170,BEN-00108,COHORT-SC-001,16-Mar-2026,Aisha Njoroge,Verified,-1.24786,36.8731,Suscipit et est id repellendus labore.,False
FV-000171,BEN-00109,COHORT-SC-001,2025-10-27,Mary Wanjiku,Partially Verified,-1.37349,36.82806,Quidem deleniti explicabo quos sint.,False
FV-000172,BEN-00110,COHORT-SC-001,2026-06-29,Irene Wangari,Partially Verified,-1.20376,36.82067,Earum reiciendis ipsa id ipsam vero excepturi deleniti.,True
FV-000173,BEN-00112,COHORT-SC-001,2025-11-01,Patrick Mugo,Verified,-1.32143,36.75943,Facilis reiciendis eaque assumenda incidunt inventore voluptatum debitis eos.,False
FV-000174,BEN-00113,COHORT-SC-001,2025-09-18,Lilian Njenga,Verified,-1.20989,36.90853,Aspernatur optio esse nobis incidunt.,True
FV-000175,BEN-00113,COHORT-SC-001,2026-06-01,Esther Simiyu,Partially Verified,-1.29166,36.85231,Expedita aliquam sit explicabo voluptatum earum voluptatem veniam asperiores.,True
FV-000176,BEN-00114,COHORT-SC-001,2026-05-08,Kezia Mugo,Verified,-1.19134,36.86148,Facilis reiciendis perspiciatis veritatis consequuntur non quos alias.,True
FV-000177,BEN-00114,COHORT-SC-001,2026-03-15,Zipporah Njoroge,Verified,-1.2574,36.74818,Doloremque officia facere veniam adipisci.,False
FV-000178,BEN-00115,COHORT-SC-001,2026-03-12,Eunice Auma,No Contact,-1.19205,36.83159,Perspiciatis veniam fuga quis nemo minus.,
FV-000179,BEN-00115,COHORT-SC-001,2025-10-31,Dennis Onyango,Verified,-1.21722,36.81332,Et eius vero ad delectus maxime totam blanditiis.,True
FV-000180,BEN-00116,COHORT-SC-001,2025-10-10,Olive Chebet,Verified,-1.30919,36.87361,Provident dolor nostrum possimus voluptatum dicta consequatur.,False
FV-000181,BEN-00117,COHORT-SC-001,2026-01-15,Stephen Kimani,Partially Verified,-1.26822,36.89352,Iste tempore ipsum assumenda placeat.,True
FV-000182,BEN-00117,COHORT-SC-001,2026-04-22,Rose Njenga,Verified,-1.328,36.7841,Pariatur quae mollitia enim error culpa quae praesentium.,
FV-000183,BEN-00118,COHORT-SC-001,2026-06-23,Joseph Maina,No Contact,-1.27688,36.76368,Recusandae magni commodi dicta consequuntur ratione.,
FV-000184,BEN-00119,COHORT-SC-001,2026-02-19,Stephen Owino,no contact,-1.31696,36.75832,Facere nemo iusto voluptatem consectetur.,True
FV-000185,BEN-00120,COHORT-SC-001,2025-11-19,Uchenna Kamau,Verified,-1.34275,36.75898,Aperiam id quaerat laboriosam illum.,True
FV-000186,BEN-00120,COHORT-SC-001,2025-09-05,Maurice Maina,Verified,-1.25565,36.73308,Reprehenderit asperiores voluptas odit ipsum perspiciatis exercitationem soluta.,False
FV-000187,BEN-00121,COHORT-SC-001,2026-02-19,Harrison Ndung'u,Partially Verified,-1.27394,36.85142,Odit delectus vitae inventore tenetur animi commodi corrupti cum eum.,True
FV-000188,BEN-00122,COHORT-SC-001,2026-06-28,Uchenna Rotich,Verified,-1.34523,36.87838,Exercitationem velit tempora sapiente dolorum odio mollitia.,
FV-000189,BEN-00123,COHORT-SC-001,2026-05-29,Nancy Mutinda,No Contact,-1.30772,36.73597,Numquam nostrum atque odit nihil neque.,True
FV-000190,BEN-00125,COHORT-SC-001,2025-12-17,Wanjiku Onyango,Verified,-1.37361,36.7697,Omnis quam non sapiente natus repudiandae.,False
FV-000191,BEN-00126,COHORT-SC-001,05/11/2025,Xavier Kimani,No Contact,-1.30513,36.73363,Aspernatur veniam quo eaque distinctio.,False
FV-000192,BEN-00127,COHORT-SC-001,2026-02-28,Brian Githinji,Referred,-1.22262,36.88668,Impedit odit libero occaecati enim vero laboriosam rem placeat error.,True
FV-000193,BEN-00127,COHORT-SC-001,2026-06-06,Patrick Mutua,Verified,-1.34788,36.74891,Porro culpa impedit iure excepturi.,
FV-000194,BEN-00127,COHORT-SC-001,2026-02-13,Aisha Auma,Verified,-1.37103,36.83441,Est quaerat quasi similique voluptate consectetur.,
FV-000195,BEN-00128,COHORT-SC-001,2026-04-04,Cynthia Maina,Verified,-1.31287,36.74013,Maiores autem dolores commodi ipsum consequuntur amet veniam.,
FV-000196,BEN-00129,COHORT-SC-001,2026-08-13,Zipporah Waweru,Verified,-1.28406,36.84773,In vitae temporibus repellendus ut quam deleniti cum voluptatum iure soluta.,True
FV-000197,BEN-00129,COHORT-SC-001,2026-06-29,Tabitha Mugo,No Contact,-1.28594,36.85917,Ad veniam magnam vitae dolor explicabo amet libero sunt.,
FV-000198,BEN-00130,COHORT-SC-001,2025-09-15,Priscilla Achieng,No Contact,-1.23659,36.80347,Enim ab autem consequatur eaque facilis illo aliquid amet.,False
FV-000199,BEN-00131,COHORT-SC-001,2026-06-19,Quinton Kiprotich,Verified,-1.29046,36.75608,Deserunt mollitia asperiores magnam quisquam eius voluptatibus perspiciatis blanditiis voluptate.,
FV-000200,BEN-00131,COHORT-SC-001,2025-11-04,Nancy Kimani,Verified,-1.35977,36.81499,Fuga voluptates nam facilis corporis nobis illo aliquam.,True
FV-000201,BEN-00132,COHORT-SC-001,2025-09-23,Olive Were,Verified,-1.29352,36.81837,Consequatur ex labore itaque non.,True
FV-000202,BEN-00132,COHORT-SC-001,02/12/2025,Priscilla Auma,Verified,-1.19674,36.8015,Consequuntur ut et hic nulla sapiente nisi magni magni laudantium.,False
FV-000203,BEN-00133,COHORT-SC-001,2025-10-01,Francis Otieno,Verified,-1.22925,36.91675,Error repellendus fuga perferendis voluptatem nesciunt reiciendis quas porro ad.,
FV-000204,BEN-00133,COHORT-SC-001,2025-08-22,Francis Owino,Verified,-1.27597,36.79008,Eaque omnis voluptas neque dolorem amet laboriosam minima quam.,
FV-000205,BEN-00134,COHORT-SC-001,2025-11-10,Uchenna Owino,Verified,-1.2309,36.83006,Corporis perspiciatis adipisci veniam beatae accusantium et corrupti.,
FV-000206,BEN-00135,COHORT-SC-001,2025-12-12,Francis Kimani,No Contact,-1.35169,36.7209,Illum quod ullam sit quasi aperiam.,True
FV-000207,BEN-00135,COHORT-SC-001,2025-10-19,Priscilla Simiyu,Verified,-1.2792,36.90398,Maxime natus voluptatum laboriosam fugiat vero.,True
FV-000208,BEN-00136,COHORT-SC-001,2025-10-21,Zipporah Maina,Verified,-1.35297,36.80087,Totam exercitationem explicabo quo quam officia possimus nostrum deleniti.,False
FV-000209,BEN-00137,COHORT-SC-001,2026-02-10,Cynthia Njoroge,Verified,-1.33325,36.84521,Eius error velit voluptatem quo provident porro.,False
FV-000210,BEN-00138,COHORT-SC-001,2025-11-25,Quinton Kariuki,Verified,-1.26035,36.80652,Et expedita ut recusandae earum commodi perspiciatis fugit voluptatem.,True
FV-000211,BEN-00138,COHORT-SC-001,2026-04-19,Eunice Were,Verified,-1.27575,36.88325,Veritatis rem enim enim quae expedita ipsam ducimus.,False
FV-000212,BEN-00141,COHORT-SC-001,2026-01-08,Olive Wangari,partial,-1.33412,36.91044,Distinctio repudiandae earum natus earum autem qui dolores amet.,
FV-000213,BEN-00142,COHORT-SC-001,2026-04-05,Gladys Musyoka,Verified,-1.31809,36.76473,Dolorem doloremque aut ex iusto perspiciatis consequuntur vitae voluptate culpa.,False
FV-000214,BEN-00143,COHORT-SC-001,2026-01-03,Aisha Rotich,Verified,-1.33277,36.82899,Labore dicta vitae eum officia tenetur at nemo modi.,
FV-000215,BEN-00144,COHORT-SC-001,2026-01-04,Violet Owino,No Contact,-1.19995,36.77544,Totam cupiditate sunt cupiditate ullam.,True
FV-000216,BEN-00145,COHORT-SC-001,2026-03-03,Xavier Owino,Verified,-1.22137,36.75795,Ratione delectus quibusdam sit enim alias error nobis.,True
FV-000217,BEN-00146,COHORT-SC-001,2026-07-22,Rose Chebet,No Contact,-1.27585,36.84991,Eligendi voluptatibus molestiae laudantium vel sed iusto deserunt.,True
FV-000218,BEN-00147,COHORT-SC-001,2026-03-09,Priscilla Kimani,Verified,-1.35627,36.9036,Ex quasi officia quaerat accusamus.,
FV-000219,BEN-00148,COHORT-SC-001,2026-02-19,Uchenna Kamau,Referred,-1.3678,36.84591,Ratione necessitatibus quidem cupiditate sequi tempore repudiandae maiores.,False
FV-000220,BEN-00149,COHORT-SC-001,2025-09-24,Zipporah Simiyu,Verified,-1.36969,36.83536,Id atque voluptatem labore vel.,
FV-000221,BEN-00152,COHORT-SC-001,2025-09-30,Uchenna Wangari,Referred,-1.21135,36.89597,Ea doloremque quidem veritatis.,
FV-000222,BEN-00153,COHORT-SC-001,2025-12-12,Kezia Waweru,Partially Verified,-1.38397,36.78295,Nesciunt nemo ea facere dolores pariatur iure.,False
FV-000223,BEN-00153,COHORT-SC-001,2026-04-27,Esther Odongo,Verified,-1.24118,36.82072,Illo magnam tempora provident est blanditiis.,False
FV-000224,BEN-00153,COHORT-SC-001,2025-10-23,Maurice Gichuki,Verified,-1.24439,36.78194,Facilis dolore vero laboriosam iste voluptates fuga.,
FV-000225,BEN-00154,COHORT-SC-001,2025-11-07,David Auma,Verified,-1.21296,36.86899,Totam quidem reiciendis repudiandae quis perspiciatis nisi ratione minima minus.,
FV-000226,BEN-00154,COHORT-SC-001,2026-03-27,Aisha Simiyu,Verified,-1.32941,36.78869,Aspernatur natus aperiam molestias magnam nemo corrupti eveniet.,False
FV-000227,BEN-00155,COHORT-SC-001,26-Jul-2026,Owen Rotich,partial,-1.24398,36.7464,Ipsam perspiciatis quaerat laborum tempore ipsum animi consequatur impedit natus.,
FV-000228,BEN-00156,COHORT-SC-001,2026-07-28,Seun Owino,Verified,-1.20242,36.73379,Iure rem quam id repellendus quia neque aliquid exercitationem aperiam.,
FV-000229,BEN-00157,COHORT-SC-001,2025-10-18,David Mwangi,Verified,-1.36127,36.89636,Vel architecto ut adipisci illum.,True
FV-000230,BEN-00158,COHORT-SC-001,08/04/2026,Seun Awino,Verified,-1.27255,36.8874,Quisquam voluptatem officia in voluptatibus fugit.,
FV-000231,BEN-00158,COHORT-SC-001,2026-05-08,Eunice Kariuki,Partially Verified,-1.2847,36.91585,Fugiat placeat optio molestiae officiis expedita debitis modi.,False
FV-000232,BEN-00159,COHORT-SC-001,16-Dec-2025,Stephen Njenga,Verified,-1.25576,36.73403,Consectetur voluptatem rerum quidem voluptatem iure quaerat incidunt fugit dolorem.,
FV-000233,BEN-00161,COHORT-SC-001,2026-01-03,Nicholas Adhiambo,Verified,-1.34003,36.88,Expedita eius vel quam beatae repellat in quisquam sunt.,
FV-000234,BEN-00161,COHORT-SC-001,2025-10-17,Olive Maina,Verified,-1.28855,36.87483,Dolores architecto nisi ipsum.,True
FV-000235,BEN-00162,COHORT-SC-001,2026-01-04,Wanjiku Ndung'u,Verified,-1.31907,36.76535,Doloribus aliquid ipsa molestiae quidem.,False
FV-000236,BEN-00163,COHORT-SC-001,2026-08-03,Gladys Kamau,Partially Verified,-1.34314,36.72814,Consequuntur voluptatibus doloremque totam nemo.,
FV-000237,BEN-00163,COHORT-SC-001,2026-02-03,Hassan Achieng,Verified,-1.33918,36.88613,Nisi perferendis eum error corporis optio dolore error aperiam veniam.,False
FV-000238,BEN-00163,COHORT-SC-001,2025-12-16,Zipporah Omondi,Referred,-1.34158,36.72579,Numquam incidunt libero voluptas velit perferendis.,
FV-000239,BEN-00164,COHORT-SC-001,01/02/2026,Caroline Otieno,Referred,-1.32671,36.78916,Eum impedit corrupti fugiat quidem labore sed error provident rem.,
FV-000240,BEN-00164,COHORT-SC-001,2025-10-07,Patrick Kimani,Verified,-1.25623,36.80277,Natus voluptas nam consequatur doloribus.,False
FV-000241,BEN-00165,COHORT-SC-001,2026-02-15,Hassan Githinji,No Contact,-1.33928,36.78959,Ex aspernatur ipsum fuga modi repudiandae.,True
FV-000242,BEN-00165,COHORT-SC-001,2026-08-15,Lilian Kiplagat,Verified,-1.37969,36.88313,Eaque perferendis nobis sit deleniti.,
FV-000243,BEN-00166,COHORT-SC-001,2025-10-26,Grace Kiprotich,Verified,,36.7209,Quam nam laboriosam sit ex vero accusamus vel vitae blanditiis.,True
FV-000244,BEN-00166,COHORT-SC-001,2026-06-09,Queen Kamau,Verified,-1.25365,36.85922,Totam possimus provident id dolores eum eligendi iure officiis.,False
FV-000245,BEN-00167,COHORT-SC-001,26-Jul-2026,Stephen Otieno,Verified,-1.34415,36.85196,Ea maiores libero atque voluptatem iusto saepe.,False
FV-000246,BEN-00167,COHORT-SC-001,2026-06-17,Seun Gichuki,Verified,,36.82308,Fuga impedit natus dolore corporis ea.,
FV-000247,BEN-00169,COHORT-SC-001,2026-02-16,Aisha Gichuki,Referred,-1.32345,36.73571,Neque impedit corrupti ex fugit rerum libero omnis placeat ducimus.,True
FV-000248,BEN-00169,COHORT-SC-001,2026-03-23,Aisha Kiprotich,Verified,,36.79067,Vitae odit laudantium cumque recusandae cumque quam laborum totam.,False
FV-000249,BEN-00171,COHORT-SC-001,2025-10-22,Gladys Rotich,Verified,-1.31727,36.88506,Voluptatibus vero minima saepe asperiores repellendus aliquid ab consequuntur occaecati.,
FV-000250,BEN-00172,COHORT-SC-001,2026-06-23,Priscilla Rotich,Verified,-1.32751,36.81223,Provident ab magni fuga nulla.,False
FV-000251,BEN-00174,COHORT-SC-001,2026-05-16,Gladys Waweru,Verified,-1.24425,36.7503,Totam omnis accusamus minus illum accusantium quam modi enim magnam praesentium.,False
FV-000252,BEN-00174,COHORT-SC-001,2025-09-22,David Odongo,Verified,-1.20392,36.78424,Rem tenetur autem atque corrupti deleniti minima repellendus eaque.,
FV-000253,BEN-00174,COHORT-SC-001,2025-09-14,Stephen Kimani,Verified,-1.29465,36.89245,Aspernatur vero itaque doloribus possimus error repudiandae aspernatur.,False
FV-000254,BEN-00175,COHORT-SC-001,2025-11-25,Queen Mutua,Referred,-1.33526,36.75594,Atque fugit mollitia animi ab.,
FV-000255,BEN-00175,COHORT-SC-001,2026-02-08,Francis Ochieng,No Contact,-1.30354,36.83466,Assumenda sapiente officia ex voluptate voluptate.,True
FV-000256,BEN-00175,COHORT-SC-001,2025-09-03,Boniface Owino,Partially Verified,-1.24106,36.88076,Ullam dolorem temporibus porro necessitatibus earum unde placeat eligendi molestiae.,
FV-000257,BEN-00177,COHORT-SC-001,2025-12-28,Yvonne Wangari,Verified,-1.31554,36.79304,Debitis sed accusamus dignissimos corporis.,True
FV-000258,BEN-00177,COHORT-SC-001,06/03/2026,Gladys Owino,No Contact,-1.37227,36.76237,Ut error natus necessitatibus sed perspiciatis molestiae fugit.,
FV-000259,BEN-00178,COHORT-SC-001,2026-03-08,Boniface Kiplagat,Verified,-1.24634,36.83119,Ratione porro aspernatur quia exercitationem atque.,True
FV-000260,BEN-00178,COHORT-SC-001,2026-08-18,Amina Maina,Verified,-1.36063,36.75461,Saepe excepturi quisquam veritatis id quo adipisci.,
FV-000261,BEN-00178,COHORT-SC-001,2026-08-13,Irene Mwangi,Verified,-1.30694,36.85391,Quos iste dolorem mollitia fugiat delectus nesciunt.,
FV-000262,BEN-00179,COHORT-SC-001,26/06/2026,Maurice Adhiambo,Verified,-1.23108,36.78646,Assumenda nulla reiciendis quae aspernatur culpa quae odio.,
FV-000263,BEN-00180,COHORT-SC-001,2026-07-27,Nancy Ochieng,Partially Verified,-1.36525,36.73181,Et autem a est facere earum consequatur deleniti.,
FV-000264,BEN-00181,COHORT-SC-001,2026-06-17,Violet Gichuki,partial,,36.76126,Nam maiores aut at mollitia nisi quos sint accusamus.,True
FV-000265,BEN-00182,COHORT-SC-001,22-Oct-2025,Boniface Mutinda,Partially Verified,-1.31152,36.73045,Harum assumenda temporibus temporibus voluptatem nemo cumque fugit.,False
FV-000266,BEN-00183,COHORT-SC-001,2026-03-23,Wanjiku Odongo,Partially Verified,-1.32047,36.73911,Eaque eaque corporis cumque eius error.,
FV-000267,BEN-00184,COHORT-SC-001,20-Nov-2025,David Auma,Referred,-1.25313,36.79356,Facere velit quam libero nulla.,False
FV-000268,BEN-00185,COHORT-SC-001,2026-03-10,David Maina,Verified,-1.3004,36.7491,Autem esse veniam ex nulla rem eveniet ex repellendus.,True
FV-000269,BEN-00186,COHORT-SC-001,2025-10-19,Mary Nyambura,No Contact,-1.34129,36.90199,Consequatur eum veniam dicta et vitae voluptas eos possimus laudantium.,True
FV-000270,BEN-00188,COHORT-SC-001,2026-03-16,Wanjiku Simiyu,Verified,-1.3365,36.77505,Quos eveniet eligendi ratione facilis ut dicta voluptatum debitis quisquam.,False
FV-000271,BEN-00188,COHORT-SC-001,2025-09-27,Zipporah Auma,Verified,-1.26596,36.87529,Veritatis iure provident ipsa eos.,
FV-000272,BEN-00189,COHORT-SC-001,2026-08-12,Brian Waweru,Verified,-1.3059,36.75221,Reprehenderit recusandae illum libero odio.,True
FV-000273,BEN-00190,COHORT-SC-001,2026-05-06,James Simiyu,Partially Verified,-1.38428,36.76051,Dolorum culpa incidunt fugiat ipsum nisi neque.,True
FV-000274,BEN-00191,COHORT-SC-001,2025-12-24,Harrison Ochieng,Verified,-1.38307,36.82749,Magni ullam porro molestiae ratione facere tempora modi odit assumenda.,False
FV-000275,BEN-00193,COHORT-SC-001,2025-10-02,Queen Maina,Verified,-1.27225,36.77313,Omnis explicabo officia aliquid voluptates perspiciatis id.,
FV-000276,BEN-00193,COHORT-SC-001,2026-04-12,Seun Achieng,Verified,-1.31441,36.80675,Vitae inventore ab ea magni maxime neque nemo.,
FV-000277,BEN-00194,COHORT-SC-001,2026-07-04,Stephen Odongo,Verified,-1.26805,36.89711,Fugiat iure perspiciatis porro corrupti voluptatum laboriosam eos ullam.,False
FV-000278,BEN-00196,COHORT-SC-001,2025-10-26,Kendi Wangari,Verified,-1.30446,36.7632,Blanditiis velit consequuntur est iste.,True
FV-000279,BEN-00197,COHORT-SC-001,2026-04-29,Violet Gichuki,Partially Verified,-1.20639,36.88746,Maxime expedita atque quam iste architecto.,False
FV-000280,BEN-00197,COHORT-SC-001,2026-04-17,Felix Wanjiku,Verified,-1.30421,36.90487,Repellat beatae sed officia perspiciatis.,False
FV-000281,BEN-00198,COHORT-SC-001,2026-06-09,Stephen Njoroge,Partially Verified,,36.86518,Ut qui maiores mollitia ex incidunt.,
FV-000282,BEN-00199,COHORT-SC-001,2026-05-13,Esther Owino,Verified,-1.3591,36.90532,Doloremque illo delectus odit inventore adipisci nostrum deserunt nihil.,
FV-000283,BEN-00199,COHORT-SC-001,2026-02-04,Kezia Njoroge,Verified,-1.34612,36.78038,A dolor eius provident recusandae neque reiciendis modi.,True
FV-000284,BEN-00200,COHORT-SC-001,2026-07-16,Quinton Kimani,Verified,-1.28374,36.75562,Eveniet itaque ea similique minus odit nisi nostrum.,False
FV-000285,BEN-00200,COHORT-SC-001,2026-01-09,Joseph Kiplagat,Verified,-1.24803,36.87039,Beatae explicabo itaque cupiditate perferendis reiciendis ullam nihil perferendis est.,False
FV-000286,BEN-00201,COHORT-SC-001,2025-11-02,Grace Nyambura,Partially Verified,-1.31537,36.90535,Esse delectus possimus magni in consequuntur fugit.,
FV-000287,BEN-00201,COHORT-SC-001,2026-04-23,Francis Wanjiku,Partially Verified,-1.3836,36.81764,Laborum modi ullam ut cupiditate cumque.,False
FV-000288,BEN-00201,COHORT-SC-001,2026-07-31,Quinton Omondi,Verified,-1.35131,36.72842,Consequuntur et iste amet facere ab consequatur.,True
FV-000289,BEN-00203,COHORT-SC-001,2025-11-07,Wanjiku Ndung'u,Verified,-1.30616,36.80695,Vitae magnam libero placeat impedit saepe laborum assumenda.,False
FV-000290,BEN-00204,COHORT-SC-001,2025-12-19,Nicholas Kiplagat,Partially Verified,-1.35022,36.91347,Recusandae dolore adipisci dolore enim.,
FV-000291,BEN-00204,COHORT-SC-001,2026-02-05,Kezia Rotich,Verified,-1.23146,36.77155,Natus quo libero magni nemo eaque molestiae voluptatibus molestiae.,
FV-000292,BEN-00204,COHORT-SC-001,2025-09-30,Olive Kiprotich,Verified,-1.30785,36.74104,Quis ipsam dolor incidunt quasi.,False
FV-000293,BEN-00205,COHORT-SC-001,2026-01-30,Caroline Odongo,Verified,-1.25015,36.72003,Error voluptatum ipsum expedita repellendus ipsa voluptatibus.,False
FV-000294,BEN-00206,COHORT-SC-001,2025-09-21,Stephen Owino,Verified,-1.19608,36.77088,Distinctio qui porro similique nostrum incidunt nulla.,
FV-000295,BEN-00206,COHORT-SC-001,03/05/2026,Grace Were,Verified,-1.23723,36.83458,Repellendus rem necessitatibus minus nisi cumque.,True
FV-000296,BEN-00207,COHORT-SC-001,09-Sep-2025,Patrick Mutinda,Verified,-1.30971,36.89992,Enim eaque similique voluptates perspiciatis atque vitae.,False
FV-000297,BEN-00207,COHORT-SC-001,2026-05-12,Amina Chebet,No Contact,-1.25681,36.9142,Ullam voluptatibus sint consectetur sint dolorum quae repudiandae.,False
FV-000298,BEN-00208,COHORT-SC-001,2026-07-13,Brian Achieng,Verified,-1.18946,36.88838,Laudantium neque eaque impedit iste odio sunt at.,True
FV-000299,BEN-00209,COHORT-SC-001,2026-06-26,Joseph Mutinda,No Contact,-1.22805,36.81981,Quibusdam possimus soluta iste laborum neque sit sed at voluptas.,
FV-000300,BEN-00210,COHORT-SC-001,2026-06-20,Seun Musyoka,partial,-1.2771,36.72432,Sed recusandae id voluptas repudiandae libero eum eligendi.,True
FV-000301,BEN-00210,COHORT-SC-001,2026-05-07,Kezia Auma,Partially Verified,-1.37597,36.75974,Neque necessitatibus laborum exercitationem placeat aliquid aut quos itaque commodi.,
FV-000302,BEN-00211,COHORT-SC-001,2026-02-08,Eunice Njoroge,Verified,-1.33294,36.75445,Ipsam a vero dicta porro consequatur.,False
